vin,amp,dt
0.862,0.5968614,0.07162532176873604
0.863,0.596791,0.07162532176873604
0.864,0.5967206,0.07162532176873604
0.865,0.5966502,0.07162532176873604
0.866,0.5965798,0.07162532176873604
0.867,0.5965095,0.07162532176873604
0.868,0.5964392,0.07260188426873604
0.869,0.596369,0.07260188426873604
0.87,0.5962988,0.10092219676873604
0.871,0.5962286,0.10189875926873604
0.872,0.5961584,0.10287532176873604
0.873,0.5960883,0.06185969676873604
0.874,0.5960183,0.06283625926873604
0.875,0.5959483,0.06283625926873604
0.876,0.5958782,0.06283625926873604
0.877,0.5958083,0.06283625926873604
0.878,0.5957384,0.06283625926873604
0.879,0.5956684,0.06283625926873604
0.88,0.5955985,0.06283625926873604
0.881,0.5955287,0.06283625926873604
0.882,0.5954589,0.06283625926873604
0.883,0.5953891,0.06283625926873604
0.884,0.5953194,0.06283625926873604
0.885,0.5952497,0.06869563426873604
0.886,0.59518,0.06869563426873604
0.887,0.5951104,0.06869563426873604
0.888,0.5950407,0.06869563426873604
0.889,0.5949712,0.06869563426873604
0.89,0.5949016,0.07650813426873604
0.891,0.5948321,0.07748469676873604
0.892,0.5947626,0.07748469676873604
0.893,0.5946932,0.07748469676873604
0.894,0.5946237,0.06185969676873604
0.895,0.5945544,0.06185969676873604
0.896,0.594485,0.06185969676873604
0.897,0.5944157,0.06185969676873604
0.898,0.5943464,0.06185969676873604
0.899,0.5942771,0.06185969676873604
0.9,0.5942079,0.06185969676873604
0.901,0.5941387,0.06185969676873604
0.902,0.5940695,0.06185969676873604
0.903,0.5940005,0.06185969676873604
0.904,0.5939314,0.06185969676873604
0.905,0.5938623,0.06283625926873604
0.906,0.5937933,0.06283625926873604
0.907,0.5937243,0.06771907176873604
0.908,0.5936553,0.06771907176873604
0.909,0.5935863,0.06869563426873604
0.91,0.5935174,0.06869563426873604
0.911,0.5934485,0.06869563426873604
0.912,0.5933797,0.06869563426873604
0.913,0.5933109,0.06869563426873604
0.914,0.5932421,0.06869563426873604
0.915,0.5931734,0.06869563426873604
0.916,0.5931047,0.06967219676873604
0.917,0.5930359,0.06967219676873604
0.918,0.5929673,0.06967219676873604
0.919,0.5928987,0.06967219676873604
0.92,0.5928301,0.06088313426873604
0.921,0.5927615,0.06088313426873604
0.922,0.592693,0.06088313426873604
0.923,0.5926245,0.06185969676873604
0.924,0.592556,0.06185969676873604
0.925,0.5924876,0.06185969676873604
0.926,0.5924203,0.06189904251349343
0.927,0.5923564,0.06189904251349343
0.928,0.5922925,0.06189904251349343
0.929,0.5922287,0.06189904251349343
0.93,0.5921648,0.06775841751349343
0.931,0.592101,0.06775841751349343
0.932,0.5920373,0.06775841751349343
0.933,0.5919736,0.06873498001349343
0.934,0.5919099,0.06873498001349343
0.935,0.5918462,0.06873498001349343
0.936,0.5917826,0.06873498001349343
0.937,0.591719,0.06873498001349343
0.9380000000000001,0.5916554,0.06873498001349343
0.9390000000000001,0.5915919,0.06971154251349343
0.9400000000000001,0.5915284,0.06971154251349343
0.9410000000000001,0.5914649,0.06971154251349343
0.9420000000000001,0.5914015,0.06971154251349343
0.9430000000000001,0.591338,0.06971154251349343
0.9440000000000001,0.5912746,0.07068810501349343
0.9450000000000001,0.5912112,0.07068810501349343
0.9460000000000001,0.5911479,0.07068810501349343
0.9470000000000001,0.5910845,0.07068810501349343
0.9480000000000001,0.5910212,0.07068810501349343
0.9490000000000001,0.5909581,0.07166466751349343
0.9500000000000001,0.5908948,0.07752404251349343
0.9510000000000001,0.5908316,0.07752404251349343
0.9520000000000001,0.5907685,0.06092248001349343
0.9530000000000001,0.5907053,0.06092248001349343
0.9540000000000001,0.5906422,0.06189904251349343
0.9550000000000001,0.5905791,0.06775841751349343
0.9560000000000001,0.5905161,0.06775841751349343
0.9570000000000001,0.590453,0.06873498001349343
0.9580000000000001,0.59039,0.06873498001349343
0.9590000000000001,0.5903271,0.06873498001349343
0.96,0.5902641,0.06873498001349343
0.961,0.5902013,0.06873498001349343
0.962,0.5901383,0.06971154251349343
0.963,0.5900754,0.06971154251349343
0.964,0.5900127,0.06971154251349343
0.965,0.5899498,0.06971154251349343
0.966,0.5898871,0.07068810501349343
0.967,0.5898243,0.07068810501349343
0.968,0.5897616,0.07068810501349343
0.969,0.5896989,0.07068810501349343
0.97,0.5896363,0.07068810501349343
0.971,0.5895736,0.07166466751349343
0.972,0.589511,0.07850060501349343
0.973,0.5894485,0.07850060501349343
0.974,0.5893859,0.07947716751349343
0.975,0.5893233,0.07947716751349343
0.976,0.5892608,0.08045373001349343
0.977,0.5891984,0.08045373001349343
0.978,0.5891359,0.08143029251349343
0.979,0.5890735,0.08240685501349343
0.98,0.5890111,0.08240685501349343
0.981,0.5889487,0.08338341751349343
0.982,0.5888864,0.08435998001349343
0.983,0.588824,0.08435998001349343
0.984,0.5887617,0.08533654251349343
0.985,0.5886995,0.08631310501349343
0.986,0.5886373,0.06971154251349343
0.987,0.5885751,0.06971154251349343
0.988,0.5885129,0.06971154251349343
0.989,0.5884507,0.07068810501349343
0.99,0.5883886,0.07068810501349343
0.991,0.5883265,0.07068810501349343
0.992,0.5882644,0.07068810501349343
0.993,0.5882024,0.07166466751349343
0.994,0.5881404,0.07947716751349343
0.995,0.5880784,0.08045373001349343
0.996,0.5880164,0.08045373001349343
0.997,0.5879545,0.08143029251349343
0.998,0.5878925,0.08143029251349343
0.999,0.5878307,0.08240685501349343
1.0,0.5877688,0.08338341751349343
1.001,0.5877069,0.08338341751349343
1.002,0.5876451,0.08435998001349343
1.003,0.5875834,0.08533654251349343
1.004,0.5875216,0.08631310501349343
1.005,0.5874599,0.08728966751349343
1.006,0.5873981,0.08826623001349343
1.007,0.5873365,0.08924279251349343
1.008,0.5872748,0.09021935501349343
1.009,0.5872132,0.09021935501349343
1.01,0.5871515,0.09021935501349343
1.011,0.58709,0.09021935501349343
1.012,0.5870284,0.09021935501349343
1.013,0.5869669,0.09021935501349343
1.014,0.5869054,0.05408654251349343
1.015,0.5868439,0.05408654251349343
1.016,0.5867825,0.05408654251349343
1.017,0.586721,0.05408654251349343
1.018,0.5866596,0.05408654251349343
1.019,0.5865982,0.05408654251349343
1.02,0.5865369,0.05408654251349343
1.021,0.5864756,0.05408654251349343
1.022,0.5864143,0.08435998001349343
1.023,0.5863529,0.08533654251349343
1.024,0.5862917,0.08631310501349343
1.025,0.5862305,0.08728966751349343
1.026,0.5861693,0.08728966751349343
1.027,0.5861081,0.08728966751349343
1.028,0.5860469,0.08728966751349343
1.029,0.5859858,0.08728966751349343
1.03,0.5859247,0.08728966751349343
1.031,0.5858636,0.08728966751349343
1.032,0.5858026,0.08728966751349343
1.033,0.5857416,0.08728966751349343
1.034,0.5856805,0.08728966751349343
1.035,0.5856196,0.08728966751349343
1.036,0.5855587,0.08728966751349343
1.037,0.5854977,0.08728966751349343
1.038,0.5854368,0.05310998001349343
1.039,0.5853759,0.05310998001349343
1.04,0.585315,0.05310998001349343
1.041,0.5852543,0.05310998001349343
1.042,0.5851935,0.05310998001349343
1.043,0.5851327,0.05310998001349343
1.044,0.5850719,0.05310998001349343
1.045,0.5850112,0.05310998001349343
1.046,0.5849504,0.05310998001349343
1.047,0.5848898,0.05310998001349343
1.048,0.5848291,0.05310998001349343
1.049,0.5847685,0.05310998001349343
1.05,0.5847079,0.05310998001349343
1.051,0.5846472,0.05310998001349343
1.052,0.5845867,0.05310998001349343
1.053,0.5845261,0.05310998001349343
1.054,0.5844656,0.05310998001349343
1.055,0.5844051,0.05310998001349343
1.056,0.5843447,0.05603966751349343
1.057,0.5842842,0.05603966751349343
1.058,0.5842238,0.05603966751349343
1.059,0.5841634,0.05603966751349343
1.06,0.584103,0.08435998001349343
1.061,0.5840427,0.08435998001349343
1.062,0.5839823,0.08435998001349343
1.063,0.583922,0.05213341751349343
1.064,0.5838618,0.05213341751349343
1.065,0.5838015,0.05213341751349343
1.066,0.5837413,0.05213341751349343
1.067,0.5836811,0.05213341751349343
1.068,0.5836209,0.05213341751349343
1.069,0.5835607,0.05213341751349343
1.07,0.5835006,0.05213341751349343
1.071,0.5834405,0.05213341751349343
1.072,0.5833804,0.05213341751349343
1.073,0.5833203,0.05213341751349343
1.074,0.5832603,0.05213341751349343
1.075,0.5832003,0.05213341751349343
1.076,0.5831403,0.05213341751349343
1.077,0.5830803,0.05213341751349343
1.078,0.5830203,0.05213341751349343
1.079,0.5829604,0.05213341751349343
1.08,0.5829005,0.05213341751349343
1.081,0.5828406,0.05213341751349343
1.082,0.5827807,0.05213341751349343
1.083,0.5827209,0.05310998001349343
1.084,0.5826611,0.05310998001349343
1.085,0.5826013,0.05603966751349343
1.086,0.5825415,0.05603966751349343
1.087,0.5824817,0.05603966751349343
1.088,0.582422,0.05603966751349343
1.089,0.5823624,0.05603966751349343
1.09,0.5823027,0.05603966751349343
1.091,0.582243,0.05603966751349343
1.092,0.5821834,0.05603966751349343
1.093,0.5821238,0.05603966751349343
1.094,0.5820642,0.05603966751349343
1.095,0.5820046,0.05603966751349343
1.096,0.5819451,0.05603966751349343
1.097,0.5818856,0.05701623001349343
1.098,0.581826,0.05701623001349343
1.099,0.5817666,0.05701623001349343
1.1,0.5817071,0.05701623001349343
1.101,0.5816477,0.05115685501349343
1.102,0.5815883,0.05115685501349343
1.103,0.5815289,0.05115685501349343
1.104,0.5814695,0.05115685501349343
1.105,0.5814102,0.05115685501349343
1.106,0.5813509,0.05115685501349343
1.107,0.5812916,0.05115685501349343
1.108,0.5812323,0.05115685501349343
1.109,0.5811731,0.05115685501349343
1.11,0.5811138,0.05213341751349343
1.111,0.5810546,0.05213341751349343
1.112,0.5809954,0.05213341751349343
1.113,0.5809363,0.05213341751349343
1.114,0.5808771,0.05213341751349343
1.115,0.580818,0.05213341751349343
1.116,0.5807589,0.05506310501349343
1.117,0.5806998,0.05506310501349343
1.118,0.5806407,0.05506310501349343
1.119,0.5805817,0.05506310501349343
1.12,0.5805227,0.05506310501349343
1.121,0.5804637,0.05506310501349343
1.122,0.5804048,0.05603966751349343
1.123,0.5803458,0.05603966751349343
1.124,0.5802869,0.05603966751349343
1.125,0.580228,0.05603966751349343
1.126,0.5801691,0.05603966751349343
1.127,0.5801103,0.05603966751349343
1.128,0.5800514,0.05603966751349343
1.129,0.5799926,0.05603966751349343
1.13,0.5799338,0.05603966751349343
1.131,0.579875,0.05603966751349343
1.132,0.5798163,0.05701623001349343
1.133,0.5797575,0.05701623001349343
1.134,0.5796988,0.05701623001349343
1.135,0.5796402,0.05701623001349343
1.136,0.5795815,0.05701623001349343
1.137,0.5795228,0.05701623001349343
1.138,0.5794642,0.05701623001349343
1.139,0.5794056,0.05701623001349343
1.14,0.579347,0.05799279251349343
1.141,0.5792884,0.05799279251349343
1.142,0.5792299,0.05799279251349343
1.143,0.5791714,0.05799279251349343
1.144,0.5791129,0.05115685501349343
1.145,0.5790544,0.05115685501349343
1.146,0.5789959,0.05115685501349343
1.147,0.5789375,0.05115685501349343
1.148,0.5788791,0.05408654251349343
1.149,0.5788207,0.05506310501349343
1.15,0.5787623,0.05506310501349343
1.151,0.5787039,0.05506310501349343
1.152,0.5786456,0.05506310501349343
1.153,0.5785873,0.05506310501349343
1.154,0.578529,0.05506310501349343
1.155,0.5784708,0.05506310501349343
1.156,0.5784125,0.05506310501349343
1.157,0.5783543,0.05506310501349343
1.158,0.5782961,0.05603966751349343
1.159,0.5782379,0.05603966751349343
1.16,0.5781797,0.05603966751349343
1.161,0.5781216,0.05603966751349343
1.162,0.5780635,0.05603966751349343
1.163,0.5780054,0.05603966751349343
1.164,0.5779473,0.05603966751349343
1.165,0.5778892,0.05603966751349343
1.166,0.5778311,0.05701623001349343
1.167,0.5777732,0.05701623001349343
1.168,0.5777152,0.05701623001349343
1.169,0.5776572,0.05701623001349343
1.17,0.5775992,0.05701623001349343
1.171,0.5775412,0.05701623001349343
1.172,0.5774834,0.05701623001349343
1.173,0.5774254,0.05799279251349343
1.174,0.5773675,0.05799279251349343
1.175,0.5773097,0.05799279251349343
1.176,0.5772519,0.05799279251349343
1.177,0.577194,0.05799279251349343
1.178,0.5771362,0.05799279251349343
1.179,0.5770784,0.05799279251349343
1.18,0.5770206,0.05896935501349343
1.181,0.5769629,0.05896935501349343
1.182,0.5769052,0.05896935501349343
1.183,0.5768475,0.05896935501349343
1.184,0.5767899,0.04822716751349343
1.185,0.5767322,0.04822716751349343
1.186,0.5766745,0.04822716751349343
1.187,0.5766169,0.04822716751349343
1.188,0.5765593,0.04822716751349343
1.189,0.5765017,0.04822716751349343
1.19,0.5764441,0.05506310501349343
1.191,0.5763866,0.05506310501349343
1.192,0.5763291,0.05506310501349343
1.193,0.5762716,0.05506310501349343
1.194,0.5762141,0.05603966751349343
1.195,0.5761567,0.05603966751349343
1.196,0.5760992,0.05603966751349343
1.197,0.5760418,0.05603966751349343
1.198,0.5759844,0.05603966751349343
1.199,0.575927,0.05603966751349343
1.2,0.5758696,0.05603966751349343
1.201,0.5758123,0.05701623001349343
1.202,0.5757549,0.05701623001349343
1.203,0.5756977,0.05701623001349343
1.204,0.5756404,0.05701623001349343
1.205,0.5755831,0.05701623001349343
1.206,0.5755258,0.05701623001349343
1.207,0.5754686,0.05701623001349343
1.208,0.5754114,0.05799279251349343
1.209,0.5753542,0.05799279251349343
1.21,0.5752971,0.05799279251349343
1.211,0.5752399,0.05799279251349343
1.212,0.5751828,0.05799279251349343
1.213,0.5751257,0.05896935501349343
1.214,0.5750686,0.05896935501349343
1.215,0.5750115,0.05896935501349343
1.216,0.5749545,0.05896935501349343
1.217,0.5748974,0.05896935501349343
1.218,0.5748404,0.05994591751349343
1.219,0.5747834,0.05994591751349343
1.22,0.5747264,0.05994591751349343
1.221,0.5746695,0.06775841751349343
1.222,0.5746125,0.06775841751349343
1.223,0.5745556,0.06775841751349343
1.224,0.5744987,0.06775841751349343
1.225,0.5744418,0.06775841751349343
1.226,0.5743849,0.06775841751349343
1.227,0.5743281,0.04725060501349343
1.228,0.5742713,0.04822716751349343
1.229,0.5742145,0.04822716751349343
1.23,0.5741577,0.04822716751349343
1.231,0.5741009,0.04822716751349343
1.232,0.5740442,0.04822716751349343
1.233,0.5739874,0.04822716751349343
1.234,0.5739307,0.04822716751349343
1.235,0.573874,0.04822716751349343
1.236,0.5738173,0.04822716751349343
1.237,0.5737606,0.04822716751349343
1.238,0.573704,0.04822716751349343
1.239,0.5736474,0.04822716751349343
1.24,0.5735908,0.05701623001349343
1.241,0.5735342,0.05701623001349343
1.242,0.5734776,0.05701623001349343
1.243,0.5734211,0.05799279251349343
1.244,0.5733646,0.05799279251349343
1.245,0.5733081,0.05799279251349343
1.246,0.5732515,0.05799279251349343
1.247,0.573195,0.05896935501349343
1.248,0.5731386,0.05896935501349343
1.249,0.5730821,0.05896935501349343
1.25,0.5730258,0.05896935501349343
1.251,0.5729694,0.05896935501349343
1.252,0.5729129,0.05994591751349343
1.253,0.5728566,0.05994591751349343
1.254,0.5728003,0.05994591751349343
1.255,0.572744,0.06092248001349343
1.256,0.5726876,0.06092248001349343
1.257,0.5726314,0.06092248001349343
1.258,0.5725751,0.06580529251349343
1.259,0.5725188,0.06580529251349343
1.26,0.5724626,0.06580529251349343
1.261,0.5724064,0.06580529251349343
1.262,0.5723501,0.06580529251349343
1.263,0.572294,0.06580529251349343
1.264,0.5722378,0.06580529251349343
1.265,0.5721816,0.06580529251349343
1.266,0.5721255,0.06580529251349343
1.267,0.5720694,0.06580529251349343
1.268,0.5720133,0.06580529251349343
1.269,0.5719572,0.06580529251349343
1.27,0.5719012,0.06580529251349343
1.271,0.5718452,0.06580529251349343
1.272,0.5717891,0.04725060501349343
1.273,0.5717331,0.04725060501349343
1.274,0.5716771,0.04725060501349343
1.275,0.5716212,0.04725060501349343
1.276,0.5715652,0.04725060501349343
1.277,0.5715093,0.04725060501349343
1.278,0.5714534,0.04822716751349343
1.279,0.5713975,0.04822716751349343
1.28,0.5713416,0.04822716751349343
1.281,0.5712857,0.04822716751349343
1.282,0.5712299,0.04822716751349343
1.283,0.5711741,0.04822716751349343
1.284,0.5711182,0.04822716751349343
1.285,0.5710624,0.04822716751349343
1.286,0.5710067,0.04822716751349343
1.287,0.5709509,0.04822716751349343
1.288,0.5708952,0.04822716751349343
1.289,0.5708395,0.04822716751349343
1.29,0.5707838,0.04822716751349343
1.291,0.5707281,0.04920373001349343
1.292,0.5706725,0.04920373001349343
1.293,0.5706168,0.06189904251349343
1.294,0.5705612,0.06189904251349343
1.295,0.5705056,0.06189904251349343
1.296,0.5704499,0.06385216751349343
1.297,0.5703943,0.06385216751349343
1.298,0.5703388,0.06385216751349343
1.299,0.5702832,0.06385216751349343
1.3,0.5702277,0.06385216751349343
1.301,0.5701722,0.06385216751349343
1.302,0.5701167,0.06385216751349343
1.303,0.5700612,0.06385216751349343
1.304,0.5700058,0.06385216751349343
1.305,0.5699503,0.06385216751349343
1.306,0.5698949,0.06385216751349343
1.307,0.5698395,0.06385216751349343
1.308,0.5697841,0.06385216751349343
1.309,0.5697287,0.06385216751349343
1.31,0.5696734,0.06385216751349343
1.311,0.569618,0.06385216751349343
1.312,0.5695627,0.06385216751349343
1.313,0.5695074,0.06385216751349343
1.314,0.5694521,0.06385216751349343
1.315,0.5693969,0.06385216751349343
1.316,0.5693415,0.06385216751349343
1.317,0.5692863,0.06385216751349343
1.318,0.5692311,0.06385216751349343
1.319,0.5691759,0.06385216751349343
1.32,0.5691207,0.06385216751349343
1.321,0.5690655,0.04725060501349343
1.322,0.5690104,0.04725060501349343
1.323,0.5689552,0.04725060501349343
1.324,0.5689001,0.04725060501349343
1.325,0.568845,0.04725060501349343
1.326,0.56879,0.04725060501349343
1.327,0.5687349,0.04822716751349343
1.328,0.5686798,0.04822716751349343
1.329,0.5686248,0.04822716751349343
1.33,0.5685698,0.04822716751349343
1.331,0.5685148,0.04822716751349343
1.332,0.5684597,0.04822716751349343
1.333,0.5684048,0.04822716751349343
1.334,0.5683498,0.04822716751349343
1.335,0.5682949,0.04822716751349343
1.336,0.56824,0.04822716751349343
1.337,0.5681851,0.04920373001349343
1.338,0.5681302,0.04920373001349343
1.339,0.5680753,0.05506310501349343
1.34,0.5680205,0.05506310501349343
1.341,0.5679656,0.05506310501349343
1.342,0.5679108,0.05506310501349343
1.343,0.567856,0.05506310501349343
1.344,0.5678012,0.05603966751349343
1.345,0.5677465,0.05603966751349343
1.346,0.5676917,0.05603966751349343
1.347,0.567637,0.05603966751349343
1.348,0.5675822,0.05603966751349343
1.349,0.5675275,0.05701623001349343
1.35,0.5674728,0.06189904251349343
1.351,0.5674182,0.06189904251349343
1.352,0.5673635,0.06189904251349343
1.353,0.5673088,0.06189904251349343
1.354,0.5672542,0.06189904251349343
1.355,0.5671996,0.06189904251349343
1.356,0.567145,0.06189904251349343
1.357,0.5670905,0.06189904251349343
1.358,0.5670359,0.06189904251349343
1.359,0.5669814,0.06189904251349343
1.36,0.5669268,0.06189904251349343
1.361,0.5668723,0.06189904251349343
1.362,0.5668178,0.06189904251349343
1.363,0.5667633,0.06189904251349343
1.364,0.5667089,0.06189904251349343
1.365,0.5666544,0.06189904251349343
1.366,0.5666,0.06189904251349343
1.367,0.5665455,0.06189904251349343
1.368,0.5664912,0.06189904251349343
1.369,0.5664368,0.06189904251349343
1.37,0.5663824,0.06189904251349343
1.371,0.566328,0.04139123001349343
1.372,0.5662737,0.04139123001349343
1.373,0.5662194,0.04725060501349343
1.374,0.5661651,0.04725060501349343
1.375,0.5661108,0.04822716751349343
1.376,0.5660565,0.04822716751349343
1.377,0.5660023,0.04822716751349343
1.378,0.5659481,0.04822716751349343
1.379,0.5658938,0.04822716751349343
1.38,0.5658396,0.04822716751349343
1.381,0.5657854,0.04822716751349343
1.382,0.5657313,0.04822716751349343
1.383,0.565677,0.04822716751349343
1.384,0.5656229,0.05603966751349343
1.385,0.5655688,0.05603966751349343
1.386,0.5655147,0.05603966751349343
1.387,0.5654606,0.05603966751349343
1.388,0.5654065,0.05701623001349343
1.389,0.5653525,0.05701623001349343
1.39,0.5652984,0.05701623001349343
1.391,0.5652444,0.05701623001349343
1.392,0.5651904,0.05701623001349343
1.393,0.5651363,0.05701623001349343
1.394,0.5650824,0.05701623001349343
1.395,0.5650284,0.05701623001349343
1.396,0.5649744,0.05701623001349343
1.397,0.5649205,0.05701623001349343
1.398,0.5648665,0.05701623001349343
1.399,0.5648127,0.05701623001349343
1.4,0.5647588,0.05701623001349343
1.401,0.5647049,0.05701623001349343
1.402,0.564651,0.05701623001349343
1.403,0.5645972,0.05701623001349343
1.404,0.5645433,0.05701623001349343
1.405,0.5644895,0.05701623001349343
1.406,0.5644357,0.05701623001349343
1.407,0.5643819,0.05701623001349343
1.408,0.5643281,0.05701623001349343
1.409,0.5642744,0.05701623001349343
1.41,0.5642206,0.05701623001349343
1.411,0.5641669,0.05994591751349343
1.412,0.5641132,0.05994591751349343
1.413,0.5640595,0.05994591751349343
1.414,0.5640059,0.04041466751349343
1.415,0.5639521,0.04041466751349343
1.416,0.5638985,0.04041466751349343
1.417,0.5638449,0.04041466751349343
1.418,0.5637913,0.04041466751349343
1.419,0.5637376,0.04041466751349343
1.42,0.563684,0.04041466751349343
1.421,0.5636305,0.04041466751349343
1.422,0.5635769,0.04041466751349343
1.423,0.5635234,0.04334435501349343
1.424,0.5634698,0.04334435501349343
1.425,0.5634163,0.04334435501349343
1.426,0.5633628,0.04334435501349343
1.427,0.5633094,0.04334435501349343
1.428,0.5632559,0.04822716751349343
1.429,0.5632024,0.04822716751349343
1.43,0.563149,0.04822716751349343
1.431,0.5630956,0.04822716751349343
1.432,0.5630422,0.05506310501349343
1.433,0.5629888,0.05506310501349343
1.434,0.5629354,0.05506310501349343
1.435,0.562882,0.05506310501349343
1.436,0.5628287,0.05506310501349343
1.437,0.5627753,0.05506310501349343
1.438,0.562722,0.05506310501349343
1.439,0.5626687,0.05506310501349343
1.44,0.5626155,0.05506310501349343
1.441,0.5625622,0.05506310501349343
1.442,0.5625089,0.05506310501349343
1.443,0.5624557,0.05506310501349343
1.444,0.5624024,0.05506310501349343
1.445,0.5623492,0.05506310501349343
1.446,0.562296,0.05506310501349343
1.447,0.5622428,0.05506310501349343
1.448,0.5621896,0.05506310501349343
1.449,0.5621365,0.05506310501349343
1.45,0.5620833,0.05506310501349343
1.451,0.5620302,0.05506310501349343
1.452,0.5619771,0.05506310501349343
1.453,0.561924,0.05506310501349343
1.454,0.5618709,0.05506310501349343
1.455,0.5618178,0.05506310501349343
1.456,0.5617648,0.05506310501349343
1.457,0.5617117,0.05506310501349343
1.458,0.5616587,0.05506310501349343
1.459,0.5616057,0.05506310501349343
1.46,0.5615527,0.05506310501349343
1.461,0.5614997,0.05506310501349343
1.462,0.5614467,0.05506310501349343
1.463,0.5613938,0.05506310501349343
1.464,0.5613409,0.05506310501349343
1.465,0.5612879,0.05506310501349343
1.466,0.561235,0.05506310501349343
1.467,0.5611821,0.05506310501349343
1.468,0.5611293,0.05506310501349343
1.469,0.5610764,0.05506310501349343
1.47,0.5610235,0.05506310501349343
1.471,0.5609707,0.05506310501349343
1.472,0.5609179,0.05506310501349343
1.473,0.560865,0.05701623001349343
1.474,0.5608123,0.05701623001349343
1.475,0.5607595,0.05701623001349343
1.476,0.5607067,0.05701623001349343
1.477,0.560654,0.05701623001349343
1.478,0.5606012,0.04334435501349343
1.479,0.5605485,0.04334435501349343
1.48,0.5604958,0.04334435501349343
1.481,0.5604431,0.04334435501349343
1.482,0.5603904,0.04334435501349343
1.483,0.5603378,0.04334435501349343
1.484,0.5602851,0.04334435501349343
1.485,0.5602325,0.04334435501349343
1.486,0.5601798,0.04334435501349343
1.487,0.5601273,0.04334435501349343
1.488,0.5600746,0.05310998001349343
1.489,0.5600221,0.05310998001349343
1.49,0.5599695,0.05310998001349343
1.491,0.559917,0.05310998001349343
1.492,0.5598644,0.05310998001349343
1.493,0.5598119,0.05310998001349343
1.494,0.5597594,0.05310998001349343
1.495,0.5597069,0.05310998001349343
1.496,0.5596544,0.05310998001349343
1.497,0.5596019,0.05310998001349343
1.498,0.5595495,0.05310998001349343
1.499,0.559497,0.05310998001349343
1.5,0.5594446,0.05310998001349343
1.501,0.5593922,0.05310998001349343
1.502,0.5593398,0.05310998001349343
1.503,0.5592874,0.05310998001349343
1.504,0.559235,0.05310998001349343
1.505,0.5591826,0.05310998001349343
1.506,0.5591303,0.05310998001349343
1.507,0.559078,0.05310998001349343
1.508,0.5590257,0.05310998001349343
1.509,0.5589734,0.05310998001349343
1.51,0.5589211,0.05310998001349343
1.511,0.5588688,0.05310998001349343
1.512,0.5588166,0.05310998001349343
1.513,0.5587643,0.05310998001349343
1.514,0.5587121,0.05310998001349343
1.515,0.5586599,0.05310998001349343
1.516,0.5586076,0.05310998001349343
1.517,0.5585555,0.05310998001349343
1.518,0.5585033,0.05310998001349343
1.519,0.5584512,0.05310998001349343
1.52,0.558399,0.05310998001349343
1.521,0.5583469,0.05310998001349343
1.522,0.5582948,0.05310998001349343
1.523,0.5582426,0.05310998001349343
1.524,0.5581905,0.05310998001349343
1.525,0.5581384,0.05506310501349343
1.526,0.5580864,0.05506310501349343
1.527,0.5580343,0.05506310501349343
1.528,0.5579823,0.05506310501349343
1.529,0.5579303,0.05506310501349343
1.53,0.5578783,0.05506310501349343
1.531,0.5578263,0.05506310501349343
1.532,0.5577743,0.05506310501349343
1.533,0.5577223,0.05506310501349343
1.534,0.5576704,0.05506310501349343
1.535,0.5576184,0.05506310501349343
1.536,0.5575665,0.05506310501349343
1.537,0.5575145,0.05506310501349343
1.538,0.5574626,0.05506310501349343
1.539,0.5574107,0.05506310501349343
1.54,0.5573589,0.05506310501349343
1.541,0.557307,0.05506310501349343
1.542,0.5572551,0.05506310501349343
1.543,0.5572034,0.05506310501349343
1.544,0.5571515,0.05506310501349343
1.545,0.5570997,0.05506310501349343
1.546,0.5570479,0.05506310501349343
1.547,0.5569961,0.05506310501349343
1.548,0.5569443,0.05506310501349343
1.549,0.5568926,0.05506310501349343
1.55,0.5568408,0.04432091751349343
1.551,0.5567891,0.04432091751349343
1.552,0.5567374,0.04432091751349343
1.553,0.5566857,0.05115685501349343
1.554,0.556634,0.05115685501349343
1.555,0.5565823,0.05115685501349343
1.556,0.5565307,0.05115685501349343
1.557,0.556479,0.05115685501349343
1.558,0.5564274,0.05115685501349343
1.559,0.5563757,0.05115685501349343
1.56,0.5563241,0.05115685501349343
1.561,0.5562725,0.05115685501349343
1.562,0.5562209,0.05115685501349343
1.563,0.5561694,0.05115685501349343
1.564,0.5561178,0.05115685501349343
1.565,0.5560663,0.05115685501349343
1.566,0.5560148,0.05115685501349343
1.567,0.5559632,0.05115685501349343
1.568,0.5559117,0.05115685501349343
1.569,0.5558602,0.05115685501349343
1.57,0.5558087,0.05115685501349343
1.571,0.5557573,0.05115685501349343
1.572,0.5557058,0.05115685501349343
1.573,0.5556544,0.05115685501349343
1.574,0.555603,0.05115685501349343
1.575,0.5555516,0.05115685501349343
1.576,0.5555001,0.05115685501349343
1.577,0.5554488,0.05115685501349343
1.578,0.5553974,0.05115685501349343
1.579,0.555346,0.05115685501349343
1.58,0.5552946,0.05310998001349343
1.581,0.5552433,0.05310998001349343
1.582,0.555192,0.05310998001349343
1.583,0.5551407,0.05310998001349343
1.584,0.5550894,0.05310998001349343
1.585,0.5550382,0.05310998001349343
1.586,0.5549868,0.05310998001349343
1.587,0.5549356,0.05310998001349343
1.588,0.5548844,0.05310998001349343
1.589,0.5548331,0.05310998001349343
1.59,0.5547819,0.05310998001349343
1.591,0.5547307,0.05310998001349343
1.592,0.5546795,0.05310998001349343
1.593,0.5546283,0.05310998001349343
1.594,0.5545771,0.05310998001349343
1.595,0.554526,0.05310998001349343
